teamcode,Season,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted By,Draft Year,Salary,Index,PlayerKey,ProfileLookup,Player ID,PlayerImgurl,HeightInInches,Draft Pick (Overall),Draft Round,UPPERCASE
OTI,2019,96,Brent Urban,28,DE,2,0,300,6-7,Virginia,"Sunday, May 5, 1991",5,,Baltimore Ravens,2014,"$850,000.",48,OTI48,https://www.pro-football-reference.com/players/U/UrbaBr00.htm,OTI48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/UrbaBr00_2019.jpg,79,,,BRENT URBAN
OTI,2019,59,Wesley Woodyard,33,LB,2,0,233,6-0,Kentucky,"Monday, July 21, 1986",11,,Undrafted,,"$2,950,000.",52,OTI52,https://www.pro-football-reference.com/players/W/WoodWe20.htm,OTI52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WoodWe20_2019.jpg,72,,,WESLEY WOODYARD
PHI,2019,88,Dallas Goedert,24,TE,2,0,256,6-5,South Dakota St.,"Tuesday, January 3, 1995",1,,Philadelphia Eagles,2018,"$735,649.",20,PHI20,https://www.pro-football-reference.com/players/G/GoedDa00.htm,PHI20,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GoedDa00_2019.jpg,77,,,DALLAS GOEDERT
PHI,2019,54,Kamu Grugier-Hill,25,OLB,,,230,6-2,East. Illinois,"Monday, May 16, 1994",3,,New England Patriots,2016,"$720,000.",22,PHI22,https://www.pro-football-reference.com/players/G/GrugKa00.htm,PHI22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrugKa00_2019.jpg,74,,,KAMU GRUGIER-HILL
PHI,2019,10,DeSean Jackson,33,WR,2,2,175,5-10,California,"Monday, December 1, 1986",11,,Philadelphia Eagles,2008,"$1,030,000.",27,PHI27,https://www.pro-football-reference.com/players/J/JackDe00.htm,PHI27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JackDe00_2019.jpg,70,,,DESEAN JACKSON
PHI,2019,17,Alshon Jeffery,29,WR,2,2,218,6-3,South Carolina,"Wednesday, February 14, 1990",7,,Chicago Bears,2012,"$11,750,000.",29,PHI29,https://www.pro-football-reference.com/players/J/JeffAl00.htm,PHI29,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JeffAl00_2019.jpg,75,,,ALSHON JEFFERY
PHI,2019,93,Timmy Jernigan,27,DT,2,1,295,6-2,Florida St.,"Thursday, September 24, 1992",5,,Baltimore Ravens,2014,"$1,000,000.",31,PHI31,https://www.pro-football-reference.com/players/J/JernTi00.htm,PHI31,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JernTi00_2019.jpg,74,,,TIMMY JERNIGAN
PHI,2019,18,Josh McCown,40,QB,1,0,218,6-4,"SMU,Sam Houston St.","Wednesday, July 4, 1979",17,,Arizona Cardinals,2002,"$2,000,000.",38,PHI38,https://www.pro-football-reference.com/players/M/McCoJo01.htm,PHI38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McCoJo01_2019.jpg,76,,,JOSH MCCOWN
PHI,2019,7,Nate Sudfeld,26,QB,,,227,6-6,Indiana,"Thursday, October 7, 1993",2,,Washington Redskins,2016,"$3,095,000.",49,PHI49,https://www.pro-football-reference.com/players/S/SudfNa00.htm,PHI49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SudfNa00_2019.jpg,78,,,NATE SUDFELD
PIT,2019,56,Anthony Chickillo,27,DE,2,0,255,6-3,Miami (FL),"Thursday, December 10, 1992",4,,Pittsburgh Steelers,2015,"$806,000.",10,PIT10,https://www.pro-football-reference.com/players/C/ChicAn00.htm,PIT10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ChicAn00_2019.jpg,75,,,ANTHONY CHICKILLO
PIT,2019,40,Jayrone Elliott,28,LB,1,0,240,6-3,Toledo,"Monday, November 11, 1991",5,,Undrafted,,"$720,000.",16,PIT16,https://www.pro-football-reference.com/players/E/ElliJa02.htm,PIT16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ElliJa02_2019.jpg,75,,,JAYRONE ELLIOTT
PIT,2019,81,Zach Gentry,23,TE,1,0,265,6-8,Michigan,"Tuesday, September 10, 1996",0,,Pittsburgh Steelers,2019,"$715,000.",21,PIT21,https://www.pro-football-reference.com/players/G/GentZa00.htm,PIT21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GentZa00_2019.jpg,80,,,ZACH GENTRY
PIT,2019,11,Donte Moncrief,26,WR,2,2,216,6-2,Mississippi,"Friday, August 6, 1993",5,,Indianapolis Colts,2014,"$1,500,000.",37,PIT37,https://www.pro-football-reference.com/players/M/MoncDo00.htm,PIT37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MoncDo00_2019.jpg,74,,,DONTE MONCRIEF
PIT,2019,45,Roosevelt Nix,27,FB,1,0,248,5-11,Kent St.,"Monday, March 30, 1992",4,,Undrafted,,"$1,250,000.",39,PIT39,https://www.pro-football-reference.com/players/N/NixxRo01.htm,PIT39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/NixxRo01_2019.jpg,71,,,ROOSEVELT NIX
PIT,2019,76,Chukwuma Okorafor,22,OT,,,320,6-6,West. Michigan,"Friday, August 8, 1997",1,,Pittsburgh Steelers,2018,"$620,000.",40,PIT40,https://www.pro-football-reference.com/players/O/OkorCh00.htm,PIT40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OkorCh00_2019.jpg,78,,,CHUKWUMA OKORAFOR
PIT,2019,2,Mason Rudolph,24,QB,2,1,235,6-5,Oklahoma St.,"Monday, July 17, 1995",1,,Pittsburgh Steelers,2018,"$658,267.",42,PIT42,https://www.pro-football-reference.com/players/R/RudoMa00.htm,PIT42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RudoMa00_2019.jpg,77,,,MASON RUDOLPH
RAI,2019,7,Mike Glennon,30,QB,,,225,6-7,North Carolina St.,"Tuesday, December 12, 1989",6,,Tampa Bay Buccaneers,2013,"$1,000,000.",12,RAI12,https://www.pro-football-reference.com/players/G/GlenMi00.htm,RAI12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GlenMi00_2019.jpg,79,,,MIKE GLENNON
RAI,2019,17,Dwayne Harris,32,WR,2,0,215,5-10,East Carolina,"Wednesday, September 16, 1987",8,,Dallas Cowboys,2011,"$930,000.",17,RAI17,https://www.pro-football-reference.com/players/H/HarrDw00.htm,RAI17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HarrDw00_2019.jpg,70,,,DWAYNE HARRIS
RAI,2019,64,Richie Incognito,36,G,1,1,325,6-3,"Nebraska,Oregon","Tuesday, July 5, 1983",13,,St. Louis Rams,2005,"$1,030,000.",21,RAI21,https://www.pro-football-reference.com/players/I/IncoRi20.htm,RAI21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/IncoRi20_2019.jpg,75,,,RICHIE INCOGNITO
RAI,2019,66,Gabe Jackson,28,OG,,,335,6-3,Mississippi St.,"Friday, July 12, 1991",5,,Oakland Raiders,2014,"$6,750,000.",23,RAI23,https://www.pro-football-reference.com/players/J/JackGa00.htm,RAI23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JackGa00_2019.jpg,75,,,GABE JACKSON
RAI,2019,94,Corey Liuget,29,DT,,,300,6-2,Illinois,"Sunday, March 18, 1990",8,,San Diego Chargers,2011,"$930,000.",31,RAI31,https://www.pro-football-reference.com/players/L/LiugCo00.htm,RAI31,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LiugCo00_2019.jpg,74,,,COREY LIUGET
RAM,2019,66,Austin Blythe,27,C,2,2,298,6-3,Iowa,"Tuesday, June 16, 1992",3,,Indianapolis Colts,2016,"$2,025,000.",1,RAM1,https://www.pro-football-reference.com/players/B/BlytAu00.htm,RAM1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BlytAu00_2019.jpg,75,,,AUSTIN BLYTHE
RAM,2019,5,Blake Bortles,27,QB,,,236,6-5,Central Florida,"Tuesday, April 28, 1992",5,,Jacksonville Jaguars,2014,"$1,000,000.",2,RAM2,https://www.pro-football-reference.com/players/B/BortBl00.htm,RAM2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BortBl00_2019.jpg,77,,,BLAKE BORTLES
RAM,2019,89,Tyler Higbee,26,TE,2,2,255,6-6,Western Kentucky,"Friday, January 1, 1993",3,,Los Angeles Rams,2016,"$2,025,000.",22,RAM22,https://www.pro-football-reference.com/players/H/HigbTy00.htm,RAM22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HigbTy00_2019.jpg,78,,,TYLER HIGBEE
RAV,2019,26,Maurice Canady,25,CB,2,0,193,6-1,Virginia,"Thursday, May 26, 1994",3,,Baltimore Ravens,2016,"$720,000.",11,RAV11,https://www.pro-football-reference.com/players/C/CanaMa00.htm,RAV11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CanaMa00_2019.jpg,73,,,MAURICE CANADY
RAV,2019,3,Robert Griffin,29,QB,1,0,213,6-2,Baylor,"Monday, February 12, 1990",7,,Washington Redskins,2012,"$1,000,000.",18,RAV18,https://www.pro-football-reference.com/players/G/GrifRo01.htm,RAV18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrifRo01_2019.jpg,74,,,ROBERT GRIFFIN
RAV,2019,94,Daylon Mack,22,DL,,,340,6-1,Texas A&M,"Sunday, February 23, 1997",0,,Baltimore Ravens,2019,"$704,500.",30,RAV30,https://www.pro-football-reference.com/players/M/MackDa00.htm,RAV30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MackDa00_2019.jpg,73,,,DAYLON MACK
RAV,2019,72,Ben Powers,23,OL,,,310,6-4,Oklahoma,"Tuesday, October 29, 1996",0,,Baltimore Ravens,2019,"$802,500.",37,RAV37,https://www.pro-football-reference.com/players/P/PoweBe00.htm,RAV37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PoweBe00_2019.jpg,76,,,BEN POWERS
RAV,2019,22,Jimmy Smith,31,CB,1,1,210,6-2,Colorado,"Tuesday, July 26, 1988",8,,Baltimore Ravens,2011,"$9,500,000.",42,RAV42,https://www.pro-football-reference.com/players/S/SmitJi03.htm,RAV42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SmitJi03_2019.jpg,74,,,JIMMY SMITH
SDG,2019,57,Jatavis Brown,25,OLB,1,0,221,5-11,Akron,"Friday, February 18, 1994",3,,San Diego Chargers,2016,"$2,025,000.",6,SDG6,https://www.pro-football-reference.com/players/B/BrowJa05.htm,SDG6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowJa05_2019.jpg,71,,,JATAVIS BROWN
SDG,2019,86,Hunter Henry,25,TE,1,1,250,6-5,Arkansas,"Wednesday, December 7, 1994",3,,San Diego Chargers,2016,"$1,170,042.",18,SDG18,https://www.pro-football-reference.com/players/H/HenrHu00.htm,SDG18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HenrHu00_2019.jpg,77,,,HUNTER HENRY
SEA,2019,94,Ezekiel Ansah,30,DE,1,0,275,6-5,BYU,"Monday, May 29, 1989",6,,Detroit Lions,2013,"$2,500,000.",1,SEA1,https://www.pro-football-reference.com/players/A/AnsaEz00.htm,SEA1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AnsaEz00_2019.jpg,77,,,EZEKIEL ANSAH
SEA,2019,20,Rashaad Penny,23,RB,2,0,220,5-11,San Diego St.,"Friday, February 2, 1996",1,,Seattle Seahawks,2018,"$969,338.",39,SEA39,https://www.pro-football-reference.com/players/P/PennRa00.htm,SEA39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PennRa00_2019.jpg,71,,,RASHAAD PENNY
SEA,2019,77,Ethan Pocic,24,C,2,1,320,6-6,LSU,"Saturday, August 5, 1995",2,,Seattle Seahawks,2017,"$865,821.",40,SEA40,https://www.pro-football-reference.com/players/P/PociEt00.htm,SEA40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PociEt00_2019.jpg,78,,,ETHAN POCIC
SEA,2019,23,Neiko Thorpe,29,DB,1,0,210,6-2,Auburn,"Sunday, February 11, 1990",7,,Undrafted,,"$850,000.",45,SEA45,https://www.pro-football-reference.com/players/T/ThorNe00.htm,SEA45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ThorNe00_2019.jpg,74,,,NEIKO THORPE
SFO,2019,3,C.J. Beathard,26,QB,,,215,6-2,Iowa,"Tuesday, November 16, 1993",2,,San Francisco 49ers,2017,"$785,786.",3,SFO3,https://www.pro-football-reference.com/players/B/BeatC.00.htm,SFO3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BeatC.00_2019.jpg,74,,,CJ BEATHARD
SFO,2019,26,Tevin Coleman,26,RB,1,1,210,6-1,Indiana,"Friday, April 16, 1993",4,,Atlanta Falcons,2015,"$1,550,000.",10,SFO10,https://www.pro-football-reference.com/players/C/ColeTe01.htm,SFO10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ColeTe01_2019.jpg,73,,,TEVIN COLEMAN
SFO,2019,74,Joe Staley,35,T,2,2,295,6-5,Central Michigan,"Thursday, August 30, 1984",12,,San Francisco 49ers,2007,"$8,050,000.",39,SFO39,https://www.pro-football-reference.com/players/S/StalJo20.htm,SFO39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/StalJo20_2019.jpg,77,,,JOE STALEY
SFO,2019,27,Jason Verrett,28,CB,1,0,188,5-10,TCU,"Tuesday, June 18, 1991",5,,San Diego Chargers,2014,"$1,100,000.",45,SFO45,https://www.pro-football-reference.com/players/V/VerrJa00.htm,SFO45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/VerrJa00_2019.jpg,70,,,JASON VERRETT
SFO,2019,20,Jimmie Ward,28,SS,,,193,5-11,Northern Illinois,"Thursday, July 18, 1991",5,,San Francisco 49ers,2014,"$2,000,000.",46,SFO46,https://www.pro-football-reference.com/players/W/WardJi01.htm,SFO46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WardJi01_2019.jpg,71,,,JIMMIE WARD
SFO,2019,62,Sam Young,32,T,,,302,6-8,Notre Dame,"Wednesday, June 24, 1987",9,,Dallas Cowboys,2010,"$1,030,000.",52,SFO52,https://www.pro-football-reference.com/players/Y/YounSa21.htm,SFO52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/YounSa21_2019.jpg,80,,,SAM YOUNG
TAM,2019,24,Darian Stewart,31,DB,2,1,214,5-11,South Carolina,"Thursday, August 4, 1988",9,,Undrafted,,"$930,000.",41,TAM41,https://www.pro-football-reference.com/players/S/StewDa00.htm,TAM41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/StewDa00_2019.jpg,71,,,DARIAN STEWART
WAS,2019,93,Jonathan Allen,24,DT,2,2,300,6-3,Alabama,"Monday, January 16, 1995",2,,Washington Redskins,2017,"$1,519,216.",0,WAS0,https://www.pro-football-reference.com/players/A/AlleJo01.htm,WAS0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AlleJo01_2019.jpg,75,,,JONATHAN ALLEN
WAS,2019,23,Quinton Dunbar,27,WR,1,1,202,6-2,Florida,"Wednesday, July 22, 1992",4,,Undrafted,,"$3,000,000.",10,WAS10,https://www.pro-football-reference.com/players/D/DunbQu00.htm,WAS10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DunbQu00_2019.jpg,74,,,QUINTON DUNBAR
WAS,2019,12,Colt McCoy,33,QB,,,212,6-1,Texas,"Friday, September 5, 1986",9,,Cleveland Browns,2010,"$3,000,000.",24,WAS24,https://www.pro-football-reference.com/players/M/McCoCo00.htm,WAS24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McCoCo00_2019.jpg,73,,,COLT MCCOY
WAS,2019,31,Fabian Moreau,25,CB,1,1,204,6-0,UCLA,"Saturday, April 9, 1994",2,,Washington Redskins,2017,"$684,000.",27,WAS27,https://www.pro-football-reference.com/players/M/MoreFa00.htm,WAS27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MoreFa00_2019.jpg,72,,,FABIAN MOREAU
WAS,2019,26,Adrian Peterson,34,RB,2,2,220,6-1,Oklahoma,"Thursday, March 21, 1985",12,,Minnesota Vikings,2007,"$1,030,000.",34,WAS34,https://www.pro-football-reference.com/players/P/PeteAd01.htm,WAS34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PeteAd01_2019.jpg,73,,,ADRIAN PETERSON
WAS,2019,86,Jordan Reed,29,TE,,,242,6-2,Florida,"Tuesday, July 3, 1990",6,,Washington Redskins,2013,"$7,671,000.",37,WAS37,https://www.pro-football-reference.com/players/R/ReedJo02.htm,WAS37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ReedJo02_2019.jpg,74,,,JORDAN REED
ATL,2019,93,Allen Bailey,30,DL,3,1,288,6-3,Miami (FL),"Saturday, March 25, 1989",8,,Kansas City Chiefs,2011,"$2,750,000.",1,ATL1,https://www.pro-football-reference.com/players/B/BailAl00.htm,ATL1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BailAl00_2019.jpg,75,,,ALLEN BAILEY
ATL,2019,95,Jack Crawford,31,DE,3,2,288,6-5,Penn St.,"Wednesday, September 7, 1988",7,,Oakland Raiders,2012,"$2,550,000.",12,ATL12,https://www.pro-football-reference.com/players/C/CrawJa00.htm,ATL12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CrawJa00_2019.jpg,77,,,JACK CRAWFORD
ATL,2019,81,Austin Hooper,25,TE,3,2,254,6-4,Stanford,"Friday, November 4, 1994",3,,Atlanta Falcons,2016,"$2,025,000.",22,ATL22,https://www.pro-football-reference.com/players/H/HoopAu00.htm,ATL22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HoopAu00_2019.jpg,76,,,AUSTIN HOOPER
ATL,2019,18,Calvin Ridley,25,WR,3,2,190,6-1,Alabama,"Tuesday, December 20, 1994",1,,Atlanta Falcons,2018,"$975,487.",37,ATL37,https://www.pro-football-reference.com/players/R/RidlCa00.htm,ATL37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RidlCa00_2019.jpg,73,,,CALVIN RIDLEY
ATL,2019,12,Mohamed Sanu,30,WR,3,2,215,6-2,Rutgers,"Tuesday, August 22, 1989",7,,Cincinnati Bengals,2012,"$6,000,000.",41,ATL41,https://www.pro-football-reference.com/players/S/SanuMo00.htm,ATL41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SanuMo00_2019.jpg,74,,,MOHAMED SANU
BUF,2019,10,Cole Beasley,30,WR,3,2,174,5-8,SMU,"Wednesday, April 26, 1989",7,,Undrafted,,"$2,200,000.",5,BUF5,https://www.pro-football-reference.com/players/B/BeasCo00.htm,BUF5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BeasCo00_2019.jpg,68,,,COLE BEASLEY
BUF,2019,42,Patrick DiMarco,30,FB,3,2,234,6-1,South Carolina,"Sunday, April 30, 1989",7,,Undrafted,,"$1,600,000.",11,BUF11,https://www.pro-football-reference.com/players/D/DiMaPa00.htm,BUF11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DiMaPa00_2019.jpg,73,,,PATRICK DIMARCO
BUF,2019,20,Frank Gore,36,RB,3,2,212,5-9,Miami (FL),"Saturday, May 14, 1983",14,,San Francisco 49ers,2005,"$1,250,000.",17,BUF17,https://www.pro-football-reference.com/players/G/GoreFr00.htm,BUF17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GoreFr00_2019.jpg,69,,,FRANK GORE
BUF,2019,11,Zay Jones,24,WR,3,1,200,6-2,East Carolina,"Thursday, March 30, 1995",2,,Buffalo Bills,2017,"$1,081,348.",25,BUF25,https://www.pro-football-reference.com/players/J/JoneZa00.htm,BUF25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneZa00_2019.jpg,74,,,ZAY JONES
CAR,2019,47,Ross Cockrell,28,CB,3,1,190,6-0,Duke,"Tuesday, August 6, 1991",5,,Buffalo Bills,2014,"$2,300,000.",9,CAR9,https://www.pro-football-reference.com/players/C/CockRo00.htm,CAR9,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CockRo00_2019.jpg,72,,,ROSS COCKRELL
CAR,2019,95,Dontari Poe,29,DT,3,1,346,6-3,Memphis,"Saturday, August 18, 1990",7,,Kansas City Chiefs,2012,"$4,500,000.",38,CAR38,https://www.pro-football-reference.com/players/P/PoexDo00.htm,CAR38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PoexDo00_2019.jpg,75,,,DONTARI POE
CAR,2019,13,Jarius Wright,30,WR,3,1,190,5-10,Arkansas,"Saturday, November 25, 1989",7,,Minnesota Vikings,2012,"$1,500,000.",51,CAR51,https://www.pro-football-reference.com/players/W/WrigJa02.htm,CAR51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WrigJa02_2019.jpg,70,,,JARIUS WRIGHT
CHI,2019,25,Mike Davis,26,RB,3,1,221,5-9,South Carolina,"Friday, February 19, 1993",4,,San Francisco 49ers,2015,"$1,000,000.",10,CHI10,https://www.pro-football-reference.com/players/D/DaviMi01.htm,CHI10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DaviMi01_2019.jpg,69,,,MIKE DAVIS
CHI,2019,18,Taylor Gabriel,28,WR,3,2,168,5-7,Abilene Christian,"Sunday, February 17, 1991",5,,Undrafted,,"$5,500,000.",13,CHI13,https://www.pro-football-reference.com/players/G/GabrTa00.htm,CHI13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GabrTa00_2019.jpg,67,,,TAYLOR GABRIEL
CHI,2019,84,Cordarrelle Patterson,28,WR,3,2,238,6-2,Tennessee,"Sunday, March 17, 1991",6,,Minnesota Vikings,2013,"$3,000,000.",34,CHI34,https://www.pro-football-reference.com/players/P/PattCo00.htm,CHI34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PattCo00_2019.jpg,74,,,CORDARRELLE PATTERSON
CHI,2019,12,Allen Robinson,26,WR,3,2,220,6-2,Penn St.,"Tuesday, August 24, 1993",5,,Jacksonville Jaguars,2014,"$9,900,000.",39,CHI39,https://www.pro-football-reference.com/players/R/RobiAl02.htm,CHI39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RobiAl02_2019.jpg,74,,,ALLEN ROBINSON
CHI,2019,87,Adam Shaheen,25,TE,3,1,257,6-6,Ashland,"Monday, October 24, 1994",2,,Chicago Bears,2017,"$1,002,322.",41,CHI41,https://www.pro-football-reference.com/players/S/ShahAd00.htm,CHI41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ShahAd00_2019.jpg,78,,,ADAM SHAHEEN
CIN,2019,99,Andrew Billings,24,DT,3,1,328,6-1,Baylor,"Monday, March 6, 1995",2,,Cincinnati Bengals,2016,"$720,000.",3,CIN3,https://www.pro-football-reference.com/players/B/BillAn00.htm,CIN3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BillAn00_2019.jpg,73,,,ANDREW BILLINGS
CIN,2019,53,Billy Price,25,C,3,1,310,6-4,Ohio St.,"Tuesday, October 11, 1994",1,,Cincinnati Bengals,2018,"$1,012,386.",36,CIN36,https://www.pro-football-reference.com/players/P/PricBi01.htm,CIN36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PricBi01_2019.jpg,76,,,BILLY PRICE
CLE,2019,38,T.J. Carrie,29,CB,3,1,204,6-0,Ohio,"Saturday, July 28, 1990",5,,Oakland Raiders,2014,"$7,500,000.",6,CLE6,https://www.pro-football-reference.com/players/C/CarrTr00.htm,CLE6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CarrTr00_2019.jpg,72,,,TJ CARRIE
CLE,2019,88,Demetrius Harris,28,TE,3,1,230,6-7,Wisconsin–Milwaukee,"Monday, July 29, 1991",6,,Undrafted,,"$1,250,000.",13,CLE13,https://www.pro-football-reference.com/players/H/HarrDe03.htm,CLE13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HarrDe03_2019.jpg,79,,,DEMETRIUS HARRIS
CLE,2019,39,Terrance Mitchell,27,CB,3,1,191,5-11,Oregon,"Sunday, May 17, 1992",5,,Dallas Cowboys,2014,"$2,500,000.",29,CLE29,https://www.pro-football-reference.com/players/M/MitcTe00.htm,CLE29,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MitcTe00_2019.jpg,71,,,TERRANCE MITCHELL
CLE,2019,22,Eric Murray,25,CB,3,2,199,5-11,Minnesota,"Friday, January 7, 1994",3,,Kansas City Chiefs,2016,"$2,015,500.",30,CLE30,https://www.pro-football-reference.com/players/M/MurrEr00.htm,CLE30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MurrEr00_2019.jpg,71,,,ERIC MURRAY
CLT,2019,80,Chester Rogers,25,WR,3,1,184,6-0,Grambling St.,"Wednesday, January 12, 1994",3,,Undrafted,,"$3,095,000.",37,CLT37,https://www.pro-football-reference.com/players/R/RogeCh02.htm,CLT37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RogeCh02_2019.jpg,72,,,CHESTER ROGERS
CRD,2019,85,Charles Clay,30,TE,3,1,246,6-3,Tulsa,"Monday, February 13, 1989",8,,Miami Dolphins,2011,"$1,150,000.",7,CRD7,https://www.pro-football-reference.com/players/C/ClayCh00.htm,CRD7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ClayCh00_2019.jpg,75,,,CHARLES CLAY
CRD,2019,43,Haason Reddick,25,OLB,3,2,235,6-1,Temple,"Thursday, September 22, 1994",2,,Arizona Cardinals,2017,"$1,690,270.",38,CRD38,https://www.pro-football-reference.com/players/R/ReddHa00.htm,CRD38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ReddHa00_2019.jpg,73,,,HAASON REDDICK
DAL,2019,30,Anthony Brown,26,CB,3,2,196,5-11,Purdue,"Wednesday, December 15, 1993",3,,Dallas Cowboys,2016,"$2,025,000.",3,DAL3,https://www.pro-football-reference.com/players/B/BrowAn02.htm,DAL3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowAn02_2019.jpg,71,,,ANTHONY BROWN
DAL,2019,59,Christian Covington,26,DT,3,1,305,6-2,Rice,"Saturday, October 16, 1993",4,,Houston Texans,2015,"$1,000,000.",8,DAL8,https://www.pro-football-reference.com/players/C/CoviCh00.htm,DAL8,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CoviCh00_2019.jpg,74,,,CHRISTIAN COVINGTON
DAL,2019,31,Byron Jones,27,CB,3,2,205,6-0,Connecticut,"Saturday, September 26, 1992",4,,Dallas Cowboys,2015,"$6,266,000.",22,DAL22,https://www.pro-football-reference.com/players/J/JoneBy00.htm,DAL22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneBy00_2019.jpg,72,,,BYRON JONES
